sold_in_30,asking_price,bedrooms,bathrooms,heating,sqft_living,sqft_lot,floors,view,condition,grade,sqft_above,yr_built,yr_renovated
1,185000.0,3,1.75,oil,1430,10816,2.0,poor,average,7,1430,1994,0.0
1,435500.0,3,2.25,gas,1450,4789,2.0,poor,average,7,1450,1985,0.0
0,469000.0,4,2.75,oil,3550,13938,1.0,poor,very good,8,2100,1966,0.0
1,650000.0,3,2.0,oil,1870,3388,1.0,poor,good,8,1230,1925,0.0
0,533600.0,3,2.5,gas,1930,5080,2.0,poor,good,8,1930,1990,0.0
0,695000.0,3,2.75,gas,2540,4694,2.0,poor,average,9,2540,2005,0.0
1,525000.0,3,2.25,oil,1490,9414,2.0,poor,average,7,1490,1981,0.0
1,175000.0,3,1.0,oil,1250,9775,1.0,poor,average,7,1250,1971,0.0
1,210000.0,3,2.0,gas,1440,7210,1.0,poor,average,8,1440,1983,0.0
1,260000.0,3,2.5,oil,1920,7415,2.0,poor,average,7,1920,1989,0.0
1,577000.0,3,2.5,oil,2060,5750,1.0,poor,average,7,1330,1976,0.0
0,200000.0,3,1.5,gas,1210,10588,1.0,poor,good,7,1210,1958,0.0
1,325000.0,3,1.0,oil,990,6750,1.0,poor,good,6,990,1947,0.0
1,543500.0,3,2.25,gas,1270,2790,1.0,poor,average,7,990,1970,0.0
0,480000.0,4,2.25,oil,3250,34293,2.0,poor,good,9,3250,1983,0.0
0,426700.0,3,1.75,gas,2080,7700,1.0,poor,very good,7,1600,1968,0.0
1,542000.0,2,1.0,oil,890,3060,1.0,poor,average,7,770,1910,0.0
1,415000.0,3,1.75,oil,1070,8000,1.0,poor,average,7,1070,1977,0.0
1,214000.0,3,1.0,oil,1200,8316,1.0,poor,good,6,1200,1953,0.0
1,245000.0,3,1.5,oil,1360,8910,2.0,poor,very good,7,1360,1949,0.0
1,314500.0,3,2.0,oil,2050,13303,1.0,poor,average,8,2050,1993,0.0
0,729500.0,3,2.5,electric,1660,1091,3.0,fair,average,9,1530,2015,0.0
1,430000.0,3,2.5,gas,2360,6699,2.0,poor,average,7,2360,2003,0.0
1,240000.0,3,1.75,oil,1760,6500,1.0,poor,average,7,1150,1987,0.0
1,545000.0,3,1.75,other,1680,6200,1.5,poor,average,7,1680,1916,0.0
1,530000.0,3,1.75,gas,1320,2500,1.0,poor,average,7,870,1918,0.0
1,157000.0,1,1.0,oil,870,26326,1.0,poor,average,6,870,1939,0.0
1,220000.0,3,1.0,oil,1000,6020,1.0,poor,average,6,1000,1944,0.0
0,521000.0,4,1.75,oil,2020,36400,1.0,poor,good,8,1550,1976,0.0
1,337000.0,3,2.5,electric,1470,3976,2.0,poor,average,7,1470,1999,0.0
0,748000.0,4,3.5,gas,2770,3330,2.0,poor,average,8,1970,2001,0.0
1,475000.0,3,2.5,electric,1640,5097,2.0,poor,average,7,1640,1969,0.0
1,312000.0,3,1.5,gas,1255,1374,3.0,poor,average,7,1255,2004,0.0
1,306000.0,3,1.5,gas,1220,1086,3.0,poor,average,8,1220,2007,0.0
1,290000.0,3,1.5,oil,1950,15954,1.0,poor,good,8,1950,1959,0.0
0,1250000.0,4,3.25,oil,3160,5000,2.0,poor,very good,9,2360,1965,0.0
0,435000.0,4,2.5,gas,1700,6380,1.0,poor,good,7,850,1940,0.0
1,385000.0,3,1.75,oil,1800,18000,1.0,poor,average,8,1200,1968,0.0
1,478500.0,3,1.0,electric,2090,4755,1.0,average,average,8,1200,1969,0.0
0,799000.0,4,3.0,oil,2580,209523,2.0,poor,average,8,2580,1984,0.0
1,400000.0,4,1.0,oil,1420,4875,1.5,poor,average,7,1420,1930,0.0
0,802541.0,5,2.75,gas,2990,6768,2.0,poor,average,9,2990,2014,0.0
1,320000.0,3,2.5,gas,2680,7757,2.0,poor,average,8,2680,1990,0.0
1,396000.0,3,1.0,oil,1500,12616,1.0,poor,average,7,1500,1967,0.0
0,1480000.0,5,2.5,electric,4570,19252,2.0,poor,very good,10,4570,1965,0.0
1,359900.0,4,2.25,oil,2470,7698,2.0,poor,average,8,2470,1983,0.0
0,690000.0,4,2.5,gas,2900,23488,2.0,poor,average,9,2900,1992,0.0
1,245000.0,3,2.0,oil,1410,5760,1.0,poor,average,7,1410,1985,0.0
0,700000.0,5,2.5,gas,2830,25958,1.0,fair,very good,8,1610,1979,0.0
1,225000.0,3,1.75,oil,1760,26055,1.0,poor,average,7,920,1979,0.0
1,195000.0,2,1.0,gas,820,5100,1.0,poor,average,6,820,1953,0.0
1,480000.0,4,2.0,oil,2180,10575,1.0,poor,fair,6,1730,1950,0.0
0,485000.0,4,2.0,gas,1400,3600,1.0,poor,average,7,1100,1900,0.0
1,130000.0,2,1.0,oil,880,9000,1.0,poor,average,5,880,1928,0.0
0,325000.0,2,1.0,gas,1060,5703,1.0,average,good,6,1060,1946,0.0
1,243000.0,3,1.75,gas,1450,12125,1.0,poor,good,7,1450,1981,0.0
1,639000.0,4,2.5,oil,2210,9875,2.0,poor,average,9,2210,1990,0.0
0,250000.0,4,1.75,other,1710,7140,1.0,poor,very good,7,1010,1968,0.0
1,405500.0,3,1.5,other,1010,8108,1.0,poor,very good,7,1010,1954,0.0
0,452000.0,6,2.25,oil,2660,13579,2.0,poor,average,7,2660,1937,1990.0
0,730000.0,6,2.25,electric,2660,13579,2.0,poor,average,7,2660,1937,1990.0
1,267000.0,3,2.0,gas,1300,9644,1.0,poor,average,7,1300,1994,0.0
1,289950.0,3,2.5,gas,1670,6186,2.0,poor,average,7,1670,2002,0.0
1,565000.0,2,1.0,oil,960,4080,1.0,poor,very good,7,960,1911,0.0
0,1580000.0,4,3.25,oil,4670,51836,2.0,poor,good,12,4670,1988,0.0
1,636000.0,3,2.5,other,2140,2770,2.0,poor,average,8,1770,2007,0.0
1,320000.0,3,1.5,oil,1650,9380,1.0,poor,very good,7,1130,1978,0.0
1,210000.0,2,1.75,oil,1440,5680,1.0,poor,good,8,1440,1978,0.0
1,328000.0,3,1.75,oil,1470,7650,1.0,poor,average,7,1130,1983,0.0
0,501000.0,3,1.75,oil,1970,7972,1.0,good,very good,8,1370,1976,0.0
1,315000.0,3,2.25,oil,1540,17424,2.0,poor,average,7,1540,1992,0.0
1,403000.0,3,2.75,electric,2090,8354,2.0,poor,average,8,2090,2012,0.0
1,550000.0,3,2.0,gas,2380,17950,2.0,poor,good,8,2110,1934,0.0
0,365000.0,4,2.25,gas,2070,8893,2.0,poor,good,8,2070,1986,0.0
1,605000.0,3,1.75,oil,1920,7400,1.0,poor,good,8,1260,1977,0.0
0,1300000.0,3,3.25,oil,3400,5979,2.0,poor,good,9,2290,1937,0.0
1,233000.0,3,2.0,electric,1400,9177,1.0,poor,average,7,1400,1974,0.0
0,740000.0,3,2.0,oil,2100,72745,1.0,poor,good,9,2100,1995,0.0
1,305000.0,3,1.0,oil,1160,9750,1.0,poor,average,7,1160,1967,0.0
0,650000.0,4,1.75,electric,2010,5070,1.0,fair,good,7,1300,1963,0.0
1,449950.0,3,2.5,gas,2170,4912,2.0,poor,average,7,2170,2003,0.0
1,435000.0,4,1.5,oil,1510,6460,1.0,poor,average,7,1070,1970,0.0
1,329999.0,3,1.0,oil,1150,6908,1.0,poor,average,6,800,1952,0.0
0,447000.0,3,1.0,gas,1370,6001,1.0,poor,very good,7,1230,1944,0.0
0,850000.0,3,1.75,oil,1370,3850,1.0,poor,very good,7,770,1911,1988.0
0,942500.0,5,3.5,oil,3750,9612,1.0,average,good,9,2030,1981,0.0
0,856600.0,4,2.25,oil,2400,13430,1.0,poor,good,9,2400,1964,0.0
0,565000.0,4,2.5,oil,2440,22594,2.0,poor,average,8,2440,1996,0.0
1,400000.0,3,2.25,oil,1190,1149,2.0,poor,average,8,1050,2008,0.0
1,374950.0,4,2.75,oil,2730,4683,2.0,poor,average,7,2730,2005,0.0
0,405000.0,3,2.5,electric,3170,12750,2.0,poor,average,10,2360,1995,0.0
1,390000.0,3,1.0,electric,1200,10800,1.0,poor,good,7,1200,1955,0.0
1,420000.0,3,2.25,electric,2000,8030,1.0,poor,good,8,1000,1963,0.0
1,269950.0,3,2.5,gas,1890,4838,2.0,poor,average,8,1730,2002,0.0
0,2250000.0,5,4.25,oil,4860,9453,1.5,fair,very good,10,3100,1905,0.0
1,400000.0,3,1.75,electric,1590,8219,1.5,poor,very good,6,970,1938,0.0
1,320000.0,3,1.5,gas,1240,1221,2.0,poor,average,8,1050,2009,0.0
0,650000.0,6,2.75,gas,3610,10003,1.5,poor,good,8,3610,1966,0.0
1,232500.0,3,1.5,oil,1940,9887,1.0,poor,good,7,1140,1969,0.0
0,1360000.0,4,3.5,gas,3550,11000,1.0,average,average,11,2260,1999,0.0
1,249950.0,4,1.0,other,1330,7980,1.5,poor,average,6,1330,1952,0.0
1,210000.0,2,1.0,oil,750,34133,1.0,poor,average,6,750,1950,0.0
0,737500.0,4,2.5,oil,3200,36276,2.0,poor,average,9,3200,1993,0.0
0,710000.0,4,2.0,oil,1740,9000,1.0,poor,very good,8,1740,1958,0.0
0,470000.0,3,2.5,gas,2100,4700,2.0,poor,average,8,2100,1999,0.0
0,650000.0,3,2.0,gas,1340,2720,1.5,poor,average,7,1340,1913,0.0
0,1220000.0,4,2.5,gas,3190,8684,1.0,good,very good,9,1680,1967,0.0
1,422120.0,3,2.5,gas,1630,4534,2.0,poor,average,8,1630,1987,0.0
1,625000.0,5,2.5,electric,2990,15085,2.0,poor,average,9,2990,2007,0.0
0,565000.0,3,2.75,oil,2390,9966,1.0,poor,very good,8,1360,1977,0.0
0,581000.0,3,2.5,gas,2600,4438,2.0,poor,average,7,2600,2004,0.0
1,361000.0,3,2.0,oil,1950,8698,1.0,poor,average,8,1950,1999,0.0
1,345000.0,3,1.0,oil,1250,7210,1.0,poor,good,7,1250,1964,0.0
1,419000.0,2,2.25,gas,1180,1253,2.0,poor,average,8,840,2008,0.0
1,347000.0,3,2.5,gas,1680,4308,2.0,poor,average,7,1680,2004,0.0
0,2400000.0,4,4.25,oil,4890,15188,2.0,average,average,11,3090,1999,0.0
0,379000.0,3,3.25,gas,2660,17852,2.5,poor,average,8,2660,2014,0.0
1,310000.0,3,1.5,electric,1150,3323,2.0,poor,average,7,1150,1988,0.0
1,250000.0,2,2.0,gas,1130,5500,1.0,poor,good,6,1130,1941,0.0
1,246500.0,3,2.0,gas,1430,8919,1.0,poor,average,7,1430,1992,0.0
1,325000.0,3,1.0,gas,1490,57381,1.5,poor,good,5,1490,1932,0.0
0,1100000.0,3,2.0,gas,3010,5000,2.0,average,very good,9,1890,1931,0.0
1,287500.0,3,1.0,oil,1810,7200,1.0,poor,good,7,1130,1954,0.0
1,175000.0,4,1.0,gas,1300,6030,1.5,poor,average,6,1300,1947,0.0
1,659000.0,4,2.25,gas,2610,24931,2.0,poor,average,8,2610,1983,0.0
0,595000.0,3,1.75,electric,1910,5753,1.0,good,average,8,1110,1941,0.0
1,350000.0,3,2.25,oil,1780,16290,2.0,poor,good,8,1780,1987,0.0
1,324500.0,3,1.75,gas,1920,11340,1.0,poor,good,7,1230,1977,0.0
1,419950.0,2,1.75,oil,1350,4003,1.0,poor,average,8,1350,2004,0.0
0,285000.0,4,1.75,oil,2510,7440,1.0,average,good,8,1290,1962,0.0
1,282000.0,4,1.75,electric,1660,10725,1.0,poor,average,7,960,1956,0.0
1,320000.0,3,1.0,oil,1340,5175,1.0,poor,average,7,940,1987,0.0
0,428750.0,3,1.0,gas,1620,30736,1.5,poor,good,7,1620,1911,1977.0
1,330000.0,3,2.25,oil,2300,35287,2.0,poor,average,8,2300,1977,0.0
1,456500.0,4,3.5,oil,2000,2309,3.0,poor,average,8,2000,2008,0.0
0,352000.0,3,2.25,oil,1640,11050,1.0,poor,good,8,1640,1972,0.0
1,535800.0,4,2.5,oil,1900,5790,2.0,poor,average,8,1900,1994,0.0
0,287653.0,3,1.0,oil,1050,16050,1.0,poor,good,7,1050,1960,1981.0
1,327000.0,5,2.75,electric,2400,8050,2.0,poor,average,8,2400,1998,0.0
0,425000.0,3,1.0,oil,1520,213444,1.5,good,very good,8,1520,1988,0.0
1,565000.0,3,1.0,electric,910,5212,1.0,poor,average,7,910,1951,0.0
1,539900.0,3,1.75,electric,1650,10150,1.0,poor,average,8,1230,1976,0.0
0,910000.0,3,3.5,oil,2480,3200,2.0,poor,average,10,2480,2010,0.0
1,280000.0,4,2.5,oil,2050,7416,2.0,poor,average,8,2050,1990,0.0
1,467000.0,3,2.5,gas,3460,6590,2.0,poor,average,7,3460,2001,0.0
1,457500.0,3,2.5,oil,1500,4445,2.0,poor,average,8,1500,1996,0.0
1,381156.0,2,1.0,electric,1320,3090,1.0,poor,good,7,1320,1908,0.0
1,289999.0,5,2.5,electric,2180,8240,1.0,poor,good,8,1220,1977,0.0
0,795000.0,3,2.0,gas,2920,13650,1.0,average,very good,8,1460,1975,0.0
1,147500.0,3,1.0,gas,1530,8498,1.0,poor,average,7,1530,1959,0.0
1,229000.0,3,1.0,gas,1020,8100,1.0,poor,average,7,1020,1954,0.0
1,185000.0,3,1.0,gas,1150,8100,1.0,poor,average,6,1150,1932,0.0
1,414900.0,3,1.5,oil,1260,9570,1.0,poor,average,7,870,1941,0.0
1,200000.0,4,2.0,oil,1920,4822,1.0,poor,fair,6,920,1914,0.0
1,225000.0,4,2.25,oil,1800,9350,1.0,poor,average,8,1800,1969,0.0
0,720000.0,3,1.75,gas,2040,4000,2.0,poor,very good,7,1360,1924,0.0
0,930000.0,4,2.5,oil,2200,4000,2.0,poor,very good,8,1430,1908,0.0
0,1270000.0,5,2.5,gas,3200,17204,1.0,poor,average,7,2160,1952,0.0
0,700000.0,5,3.25,oil,2400,3118,2.0,poor,good,7,1780,1928,0.0
1,466000.0,2,1.5,oil,1140,1058,3.0,poor,average,7,1140,2005,0.0
0,1010000.0,4,1.0,oil,1820,5400,1.5,poor,average,8,1820,1923,2014.0
1,340000.0,2,1.0,gas,1090,6771,1.0,poor,average,6,1090,1954,0.0
1,209000.0,3,2.0,oil,1230,1340,2.0,poor,average,7,1020,2003,0.0
1,431650.0,5,2.5,oil,1710,7700,1.5,poor,average,7,1710,1962,0.0
1,660000.0,3,2.5,electric,2680,28243,2.0,poor,average,9,2680,1993,0.0
0,730000.0,4,2.25,oil,2190,9009,2.0,poor,good,8,1840,1977,0.0
1,291500.0,3,1.75,oil,1260,9600,1.0,poor,good,7,1260,1988,0.0
0,839900.0,4,3.5,oil,3810,13592,1.0,fair,average,9,2560,2013,0.0
1,200000.0,1,1.5,gas,1010,1157,2.0,poor,average,8,950,2007,0.0
1,300000.0,3,2.0,oil,1480,6698,1.0,poor,good,7,1080,1979,0.0
0,255000.0,3,1.75,gas,1410,9315,1.0,poor,very good,7,1410,1960,0.0
0,550000.0,5,2.75,gas,2160,5720,1.0,poor,very good,7,1500,1950,0.0
1,435000.0,3,1.0,electric,1400,4800,1.0,poor,good,6,700,1917,0.0
1,205000.0,3,2.0,oil,1410,8384,1.0,poor,average,7,1410,1985,0.0
1,384000.0,4,1.75,gas,2100,7135,1.0,poor,good,7,1050,1955,0.0
1,570000.0,3,3.25,oil,1570,1777,2.0,poor,average,8,1260,2007,0.0
1,324000.0,3,2.5,gas,1920,5322,2.0,poor,average,8,1920,1999,0.0
1,270000.0,2,1.0,oil,1000,10320,1.0,poor,average,6,1000,1943,0.0
1,250000.0,3,2.0,oil,1440,9220,1.0,poor,average,7,1440,1965,0.0
0,800000.0,3,2.25,oil,2380,11824,1.0,poor,good,9,1450,1972,0.0
0,990000.0,4,2.5,gas,2780,10480,1.0,good,average,7,1390,1967,0.0
1,288400.0,4,2.5,oil,1860,6687,1.0,poor,good,7,1220,1983,0.0
0,420000.0,3,1.5,gas,2390,4600,2.0,poor,average,8,1750,1920,1995.0
1,390000.0,4,3.0,oil,2570,262018,1.0,poor,average,7,1420,1988,0.0
1,300000.0,3,2.5,oil,1320,2614,2.0,poor,average,7,1320,2005,0.0
0,545000.0,5,2.5,electric,2520,7863,1.0,poor,average,7,1500,1981,0.0
1,299900.0,3,2.25,oil,1560,35026,1.0,poor,average,7,1290,1985,0.0
0,891000.0,4,2.0,oil,2330,5000,1.5,poor,very good,7,1720,1925,0.0
0,1200000.0,3,2.0,oil,3660,22410,1.0,good,good,9,1830,1947,0.0
1,253000.0,3,2.5,gas,2020,6564,1.0,poor,average,7,1310,1994,0.0
1,315000.0,2,1.0,oil,970,5665,1.0,poor,good,6,970,1908,0.0
0,971000.0,5,3.5,oil,4390,10140,2.0,poor,average,9,3350,2005,0.0
1,419000.0,4,1.5,oil,2150,23568,1.0,poor,good,7,2150,1950,0.0
0,1320000.0,3,3.0,oil,2230,12968,2.0,poor,average,9,2230,1990,0.0
1,369950.0,3,1.0,gas,2430,10720,1.0,poor,average,7,2430,1977,0.0
0,1030000.0,3,2.5,electric,3680,13384,2.0,poor,average,10,3680,1994,0.0
0,601000.0,3,1.75,electric,1330,6743,1.0,poor,average,8,1330,1958,2002.0
1,460500.0,3,1.0,electric,1490,10650,1.0,poor,average,7,1150,1963,0.0
0,720000.0,3,2.5,electric,2020,1159,3.0,good,average,8,2020,2000,0.0
0,700000.0,4,1.0,gas,1980,4560,1.5,poor,average,7,1980,1920,0.0
1,630000.0,4,2.5,electric,2740,43101,2.0,poor,average,9,2740,1993,0.0
1,196500.0,3,1.0,oil,1320,9000,1.0,poor,average,7,1320,1966,0.0
1,582800.0,4,2.75,oil,2550,7636,1.0,poor,average,8,1440,1986,0.0
0,752500.0,4,2.25,oil,2360,8616,2.0,poor,good,8,2360,1974,0.0
0,765000.0,4,2.75,oil,2790,10819,2.0,poor,average,10,2790,1996,0.0
0,648000.0,4,2.5,oil,2620,5450,2.0,poor,average,9,2620,2001,0.0
0,469500.0,5,2.5,gas,2970,24759,1.0,poor,good,8,1670,1969,0.0
1,216000.0,3,1.0,oil,1280,8712,1.0,poor,good,7,1280,1956,0.0
0,427200.0,3,1.0,oil,1030,8400,1.0,poor,good,7,1030,1963,0.0
0,718000.0,5,3.0,gas,3070,9804,1.0,poor,good,9,1740,1968,0.0
1,326100.0,2,1.0,gas,880,7683,1.0,poor,average,6,880,1942,0.0
1,535000.0,3,2.5,gas,1360,1016,3.0,poor,average,7,1310,2003,0.0
0,283000.0,4,2.75,gas,2130,8560,1.0,poor,average,7,1560,1992,0.0
1,399000.0,4,1.0,electric,1500,6388,1.5,poor,good,7,1500,1951,0.0
1,253000.0,3,2.0,other,1490,7651,1.0,poor,average,7,1490,1988,0.0
1,291000.0,4,2.5,electric,1860,6325,2.0,poor,good,7,1860,1991,0.0
1,189950.0,2,1.0,electric,1030,4188,1.0,poor,average,8,1030,1981,0.0
1,289000.0,3,2.0,oil,1850,9550,1.0,poor,average,8,1850,1988,0.0
1,700000.0,4,2.0,oil,1830,4590,2.0,poor,average,8,1830,1908,0.0
1,530000.0,3,2.5,oil,1930,7214,2.0,poor,average,8,1930,2005,0.0
1,540000.0,3,2.25,gas,2000,217800,2.0,poor,average,8,2000,1996,0.0
1,280300.0,2,1.0,electric,920,5000,1.0,poor,good,6,490,1949,0.0
0,538200.0,4,3.0,gas,1780,7260,1.0,poor,good,8,1780,1964,0.0
1,520000.0,4,2.25,oil,1870,7700,2.0,poor,average,7,1870,1977,0.0
0,475000.0,3,1.75,gas,1700,8432,1.0,poor,average,8,1230,1977,0.0
0,283000.0,4,1.5,electric,1480,47045,1.0,poor,very good,6,1480,1942,0.0
1,321500.0,4,2.5,electric,1930,6228,2.0,poor,average,8,1930,2000,0.0
1,287000.0,3,2.25,oil,1370,6000,2.0,poor,good,7,1370,1992,0.0
1,271310.0,2,1.0,gas,870,5340,1.5,poor,fair,6,870,1906,0.0
1,245000.0,3,1.75,oil,1490,6930,1.0,poor,good,7,1490,1990,0.0
0,2450000.0,4,4.25,electric,4250,6552,2.0,good,good,10,2870,2008,0.0
0,980000.0,4,3.0,oil,3680,5854,1.0,good,average,10,2060,1967,0.0
0,395000.0,5,2.5,gas,2070,9600,1.0,poor,average,7,1270,1962,0.0
0,566000.0,3,2.5,gas,1560,5259,2.0,poor,average,8,1560,1999,0.0
1,197500.0,2,1.0,oil,820,8860,1.0,poor,average,6,820,1950,0.0
1,470000.0,3,2.25,oil,1780,8784,1.0,poor,average,7,1230,1977,0.0
1,499000.0,2,1.75,gas,2040,114562,1.0,poor,good,7,2040,1968,0.0
1,410000.0,3,2.0,oil,1700,4250,1.0,poor,average,6,890,1944,0.0
0,850000.0,4,3.25,oil,3450,6500,2.0,poor,average,8,2450,1994,0.0
0,1050000.0,4,3.25,electric,3440,35021,2.0,poor,average,10,3440,1983,0.0
0,620000.0,4,2.25,oil,2400,5350,1.5,poor,good,7,1460,1929,0.0
1,699000.0,3,1.75,oil,1670,5375,1.0,poor,average,7,1270,1952,0.0
1,425000.0,3,1.75,oil,1560,9452,1.0,poor,good,8,1560,1974,0.0
0,790000.0,4,2.75,oil,2840,11900,1.0,good,good,9,1640,1961,0.0
1,140000.0,1,1.0,oil,730,6890,1.0,poor,good,4,730,1926,0.0
1,318000.0,3,2.25,oil,1410,8909,2.0,average,average,7,1410,1988,0.0
1,505000.0,2,1.0,oil,1240,57000,1.0,poor,average,7,1240,1962,0.0
1,360000.0,3,1.0,electric,1050,9206,1.5,poor,average,7,1050,1954,0.0
0,1240000.0,4,2.75,oil,2680,8500,1.0,very good,good,9,1480,1962,0.0
0,986000.0,3,2.5,oil,2380,16080,1.0,average,good,9,1340,1964,0.0
1,515000.0,2,1.0,gas,1060,4228,1.0,poor,average,7,860,1906,0.0
1,356700.0,2,1.0,oil,1090,5000,1.0,poor,good,7,730,1942,0.0
0,775000.0,4,1.75,gas,2320,5595,1.0,poor,average,7,1510,1956,0.0
1,325000.0,3,1.0,oil,1040,7541,1.0,poor,average,6,1040,1951,0.0
1,208000.0,4,2.75,gas,1810,8677,1.5,poor,average,7,1810,1962,0.0
0,825000.0,2,1.0,oil,1150,12775,1.0,very good,good,6,1150,1908,0.0
0,515000.0,3,2.5,gas,2360,11254,1.0,average,average,9,2360,1990,0.0
1,490000.0,3,1.5,electric,1970,3400,1.5,poor,good,8,1420,1929,0.0
0,675000.0,4,3.0,oil,2690,28300,1.0,poor,average,8,2690,1954,1999.0
0,360000.0,4,2.5,electric,2080,4080,1.0,poor,very good,7,1040,1962,0.0
0,550000.0,4,2.5,gas,2080,4080,1.0,poor,very good,7,1040,1962,0.0
1,385000.0,4,2.0,oil,1850,11700,1.0,poor,good,8,1850,1969,0.0
0,837700.0,5,2.75,gas,3010,12611,2.0,poor,average,10,3010,1994,0.0
1,448000.0,3,2.25,electric,1530,3056,2.0,poor,average,7,1530,2003,0.0
1,435000.0,3,2.5,oil,1560,3987,2.0,poor,average,7,1560,2002,0.0
1,453500.0,2,1.75,gas,1000,1760,1.0,poor,good,6,600,1924,0.0
1,151000.0,2,1.0,gas,720,4222,1.0,poor,good,5,720,1942,0.0
0,1570000.0,5,4.5,oil,6070,14731,2.0,poor,average,11,6070,2004,0.0
0,631000.0,5,2.0,other,2270,2400,2.0,poor,average,7,2270,1905,0.0
1,285000.0,2,2.5,gas,1380,1073,2.0,poor,average,7,1140,2011,0.0
0,195000.0,3,1.0,gas,1260,8378,1.0,poor,good,6,840,1959,1977.0
0,609850.0,2,2.75,oil,1910,1369,3.0,poor,average,9,1910,2002,0.0
1,200000.0,3,1.0,gas,1230,4380,1.0,poor,average,6,1230,1947,0.0
1,367000.0,4,2.5,oil,2960,6219,2.0,poor,average,9,2960,2006,0.0
1,285167.0,3,2.25,oil,2200,8375,2.0,poor,average,8,2200,1988,0.0
1,275000.0,2,1.5,gas,1270,32175,1.0,poor,good,7,1270,1947,0.0
1,350900.0,4,2.5,oil,2540,12843,2.0,poor,average,9,2540,1992,0.0
1,525000.0,3,1.75,oil,1520,8835,1.0,poor,good,7,1520,1957,0.0
1,262000.0,4,2.5,oil,1560,7800,2.0,poor,average,7,1560,1997,0.0
0,624000.0,5,3.75,gas,3570,14648,2.0,poor,average,9,3570,2005,0.0
0,552500.0,4,3.5,electric,3710,10400,2.0,poor,average,8,2290,2002,0.0
1,224500.0,4,1.0,electric,1430,8355,1.5,poor,good,7,1430,1983,0.0
0,975000.0,5,4.5,oil,4300,12250,2.0,poor,average,10,4300,2004,0.0
1,302000.0,4,1.75,oil,2020,7865,1.0,poor,good,7,1010,1963,0.0
1,195000.0,2,1.0,other,1190,27007,1.0,poor,good,5,1190,1910,0.0
1,272000.0,5,1.5,oil,2550,6300,1.0,poor,good,7,1560,1959,0.0
1,369000.0,5,1.5,oil,2550,6300,1.0,poor,good,7,1560,1959,0.0
1,515000.0,3,2.5,other,3000,8250,1.0,poor,good,8,1760,1963,0.0
0,1280000.0,4,4.0,gas,4390,17832,1.0,poor,good,11,2430,1994,0.0
1,303000.0,3,2.5,gas,1560,4100,2.0,poor,average,7,1560,1985,0.0
1,400000.0,3,1.0,gas,1130,4100,1.0,poor,average,7,990,1941,0.0
1,219000.0,2,2.0,gas,1310,2550,2.0,poor,average,6,1310,2004,0.0
0,605000.0,3,2.5,oil,2570,9487,2.0,good,average,9,2570,1989,0.0
0,625000.0,4,2.0,oil,2020,6867,1.0,poor,very good,8,1010,1942,0.0
0,380000.0,5,2.0,gas,1680,3240,1.0,poor,average,5,840,1906,0.0
1,620000.0,4,2.0,oil,1770,7700,1.5,poor,good,7,1770,1962,0.0
0,687500.0,4,2.75,oil,3190,10970,2.0,poor,average,10,3190,1994,0.0
0,252500.0,3,2.0,oil,1150,6000,1.0,poor,very good,7,1150,1956,0.0
1,492000.0,2,1.0,oil,880,2970,1.0,poor,average,7,880,1927,0.0
0,425000.0,4,2.5,gas,1930,14196,1.0,poor,good,7,1330,1977,0.0
0,1960000.0,4,2.75,gas,3120,7898,1.0,very good,good,8,1560,1963,0.0
1,298900.0,3,2.5,oil,1830,6162,2.0,poor,average,8,1830,1994,0.0
0,699000.0,4,2.5,gas,3230,40319,2.0,poor,good,10,3230,1987,0.0
0,315000.0,3,2.5,oil,1570,2865,2.0,poor,average,7,1570,2003,0.0
0,267500.0,5,3.5,gas,2390,6600,2.0,poor,very good,7,2390,1977,0.0
1,435000.0,6,3.5,oil,2400,8620,2.0,poor,average,8,1640,1987,0.0
0,482500.0,6,4.5,gas,2940,7500,1.5,poor,good,8,2940,1966,0.0
1,439995.0,3,1.75,oil,1570,8400,1.0,poor,good,7,1570,1959,0.0
1,460000.0,3,3.0,other,1520,7500,1.0,poor,average,7,1180,1967,0.0
1,290000.0,2,0.75,oil,440,8313,1.0,good,good,5,440,1943,0.0
0,274700.0,4,2.0,oil,2440,9600,1.0,poor,very good,7,1220,1963,0.0
0,900000.0,4,2.5,gas,2660,3672,2.0,poor,very good,8,1800,1910,0.0
0,1150000.0,4,4.0,oil,4460,103382,2.0,poor,average,11,4460,2001,0.0
1,359000.0,3,2.5,gas,1450,3850,2.0,poor,average,7,1450,2004,0.0
0,850000.0,3,1.75,gas,1400,9900,1.0,poor,average,7,1400,1951,0.0
1,585000.0,2,1.75,oil,1280,7110,1.0,poor,good,7,1000,1955,0.0
0,328000.0,4,3.25,oil,3380,7500,2.0,good,average,7,2420,1990,0.0
1,749950.0,4,2.75,oil,2910,18700,1.0,poor,average,9,2210,1957,0.0
0,826000.0,4,2.5,oil,3060,7140,2.0,poor,average,9,3060,2006,0.0
0,545000.0,2,2.0,oil,2930,14057,1.0,average,good,8,1680,1980,0.0
1,343000.0,2,1.0,gas,1230,7560,1.0,poor,average,7,1230,1961,0.0
1,220000.0,4,1.0,other,1440,8250,1.0,poor,average,7,1440,1959,0.0
1,173000.0,2,1.0,oil,1740,8100,1.0,poor,average,6,1050,1947,0.0
1,406000.0,2,1.0,electric,880,3000,1.0,poor,average,6,880,1924,0.0
